Time(s),TotalLungVolume(L),TidalVolume(mL),OxygenSaturation,CardiacOutput(L/min),HeartRate(1/min),HeartStrokeVolume(mL),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),RespirationRate(1/min),EndTidalCarbonDioxideFraction,ArterialBloodPH,Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg)
392.88,3.321,137.521,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
392.90,3.320,137.521,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
392.92,3.320,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
392.94,3.344,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
392.96,3.380,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
392.98,3.427,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
393.00,3.462,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
393.02,3.474,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
393.04,3.466,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
393.06,3.466,137.712,0.947,4.69,106.79,43.9,81.9,93.0,38.96,0.0413,7.30,75,53,0
393.08,3.465,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.10,3.465,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.12,3.464,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.14,3.463,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.16,3.461,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.18,3.460,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.20,3.458,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.22,3.457,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.24,3.455,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.26,3.453,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.28,3.451,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.30,3.449,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.32,3.447,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.34,3.445,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.36,3.443,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.38,3.441,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.40,3.439,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.42,3.437,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.44,3.434,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.46,3.432,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.48,3.430,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.50,3.427,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.52,3.425,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.54,3.423,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.56,3.420,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.58,3.418,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.60,3.415,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.62,3.413,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.64,3.410,137.712,0.947,4.68,106.49,44.0,81.1,92.1,38.96,0.0413,7.30,75,53,0
393.66,3.408,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.68,3.405,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.70,3.403,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.72,3.401,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.74,3.398,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.76,3.396,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.78,3.393,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.80,3.391,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.82,3.388,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.84,3.386,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.86,3.383,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.88,3.381,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.90,3.378,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.92,3.376,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.94,3.373,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.96,3.371,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
393.98,3.368,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.00,3.366,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.02,3.363,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.04,3.361,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.06,3.359,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.08,3.356,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.10,3.354,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.12,3.351,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.14,3.349,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.16,3.346,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.18,3.344,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.20,3.342,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.22,3.339,137.712,0.947,4.65,106.41,43.7,80.6,91.4,38.96,0.0413,7.30,75,53,0
394.24,3.337,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.26,3.334,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.28,3.332,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.30,3.330,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.32,3.327,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.34,3.326,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.36,3.324,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.38,3.323,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.40,3.323,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.42,3.322,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.44,3.322,137.712,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.46,3.322,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.48,3.345,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.50,3.382,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.52,3.429,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.54,3.464,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.56,3.475,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.58,3.468,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.60,3.468,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.62,3.467,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.64,3.466,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.66,3.465,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.68,3.464,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.70,3.463,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.72,3.462,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.74,3.460,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.76,3.458,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.78,3.457,137.901,0.947,4.72,106.70,44.3,80.5,91.5,38.96,0.0413,7.30,75,53,0
394.80,3.455,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.82,3.453,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.84,3.451,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.86,3.449,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.88,3.447,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.90,3.445,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.92,3.443,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.94,3.440,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.96,3.438,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
394.98,3.436,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.00,3.434,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.02,3.431,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.04,3.429,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.06,3.427,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.08,3.424,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.10,3.422,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.12,3.419,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.14,3.417,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.16,3.414,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.18,3.412,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.20,3.410,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.22,3.407,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.24,3.405,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.26,3.402,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.28,3.400,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.30,3.397,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.32,3.395,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.34,3.392,137.901,0.947,4.80,107.21,44.8,81.3,91.9,38.96,0.0413,7.30,75,53,0
395.36,3.390,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.38,3.387,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.40,3.385,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.42,3.382,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.44,3.380,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.46,3.377,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.48,3.375,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.50,3.372,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.52,3.370,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.54,3.367,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.56,3.365,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.58,3.363,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.60,3.360,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.62,3.358,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.64,3.355,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.66,3.353,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.68,3.350,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.70,3.348,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.72,3.345,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.74,3.343,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.76,3.341,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.78,3.338,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.80,3.336,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.82,3.333,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.84,3.331,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.86,3.329,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.88,3.327,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.90,3.326,137.901,0.947,4.76,107.54,44.3,81.8,92.6,38.96,0.0413,7.30,75,53,0
395.92,3.325,137.901,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0413,7.30,75,53,0
395.94,3.324,137.901,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0413,7.30,75,53,0
395.96,3.324,137.901,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0413,7.30,75,53,0
395.98,3.323,137.901,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0413,7.30,75,53,0
396.00,3.324,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.02,3.347,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.04,3.384,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.06,3.431,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.08,3.466,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.10,3.477,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.12,3.470,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.14,3.469,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.16,3.469,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.18,3.468,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.20,3.467,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.22,3.466,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.24,3.465,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.26,3.463,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.28,3.462,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.30,3.460,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.32,3.458,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.34,3.457,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.36,3.455,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.38,3.453,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.40,3.451,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.42,3.449,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.44,3.446,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.46,3.444,138.088,0.947,4.79,107.56,44.6,82.3,93.1,38.96,0.0414,7.30,75,53,0
396.48,3.442,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.50,3.440,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.52,3.438,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.54,3.435,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.56,3.433,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.58,3.431,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.60,3.428,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.62,3.426,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.64,3.423,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.66,3.421,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.68,3.418,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.70,3.416,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.72,3.414,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.74,3.411,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.76,3.409,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.78,3.406,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.80,3.404,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.82,3.401,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.84,3.399,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.86,3.396,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.88,3.394,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.90,3.391,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.92,3.389,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.94,3.386,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.96,3.384,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
396.98,3.381,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
397.00,3.379,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
397.02,3.376,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
397.04,3.374,138.088,0.947,4.82,107.30,44.9,82.7,93.5,38.96,0.0414,7.30,75,53,0
397.06,3.371,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.08,3.369,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.10,3.367,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.12,3.364,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.14,3.362,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.16,3.359,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.18,3.357,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.20,3.354,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.22,3.352,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.24,3.349,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.26,3.347,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.28,3.345,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.30,3.342,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.32,3.340,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.34,3.337,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.36,3.335,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.38,3.333,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.40,3.330,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.42,3.329,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.44,3.327,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.46,3.326,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.48,3.326,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.50,3.325,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.52,3.325,138.088,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.54,3.325,138.274,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.56,3.349,138.274,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.58,3.385,138.274,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.60,3.433,138.274,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.62,3.468,138.274,0.947,4.78,106.86,44.7,82.4,93.6,38.96,0.0414,7.30,75,53,0
397.64,3.479,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.66,3.471,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.68,3.471,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.70,3.470,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.72,3.470,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.74,3.469,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.76,3.468,138.274,0.947,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.78,3.466,138.274,0.948,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.80,3.465,138.274,0.948,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.82,3.463,138.274,0.948,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.84,3.462,138.274,0.948,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.86,3.460,138.274,0.948,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
397.88,3.458,138.274,0.948,4.76,106.30,44.8,81.8,92.9,38.96,0.0414,7.30,75,53,0
